Region,Country,Product Category,Product Name,Sales Amount,Year,Discount,Profit Margin,Order Priority,Customer Age,Payment Method,Delivery Status
South America,Chile,Furniture,Chair,1264.53,2024,6.36,32.28,Low,39,Credit Card,Pending
North America,Canada,Electronics,Smartphone,3552.69,2025,29.39,35.65,Low,19,Cash,Shipped
Asia,China,Furniture,Bed,2232.26,2023,20.89,10.98,High,29,Bank Transfer,Pending
Asia,Japan,Electronics,Laptop,2540.72,2024,15.98,47.05,High,61,Bank Transfer,Delivered
Europe,UK,Food,Bread,709.68,2023,12.38,45.99,Low,51,Cash,Pending
Asia,India,Furniture,Sofa,11298.22,2025,18.98,48.78,Low,25,Credit Card,Shipped
South America,Chile,Food,Bread,19875.01,2023,20.17,48.13,Low,18,Bank Transfer,Delivered
Europe,Italy,Food,Fruit,15081.29,2024,9.0,39.35,High,56,Credit Card,Pending
South America,Chile,Furniture,Chair,4673.0,2025,7.94,37.21,High,55,Cash,Shipped
Africa,South Africa,Electronics,Smartphone,1920.21,2025,5.36,14.32,Low,70,Bank Transfer,Pending
Europe,UK,Clothing,Jeans,1231.31,2025,18.26,47.07,Medium,42,Bank Transfer,Shipped
North America,Canada,Food,Cheese,11910.16,2023,15.52,12.9,Medium,66,Bank Transfer,Shipped
Asia,India,Food,Cheese,14238.75,2025,17.63,14.36,High,53,PayPal,Shipped
South America,Argentina,Clothing,Jeans,10054.84,2023,15.27,31.11,Medium,24,Cash,Shipped
Africa,Egypt,Electronics,Smartphone,19053.96,2025,28.28,30.26,High,53,Bank Transfer,Pending
Asia,India,Furniture,Table,8946.28,2023,15.73,20.0,Low,23,Cash,Shipped
South America,Argentina,Clothing,Jacket,10688.17,2025,29.2,20.83,Medium,34,Credit Card,Shipped
South America,Argentina,Clothing,Jacket,245.65,2024,9.03,12.32,Low,43,Bank Transfer,Shipped
Africa,South Africa,Food,Bread,4941.5,2025,19.84,23.28,Low,58,Credit Card,Pending
Europe,Germany,Furniture,Sofa,17774.35,2025,21.01,44.88,Medium,39,Cash,Pending
Africa,Egypt,Food,Fruit,4078.4,2025,14.42,49.34,High,39,PayPal,Delivered
Asia,Japan,Electronics,Tablet,3720.51,2023,12.8,43.33,Low,26,PayPal,Shipped
North America,Mexico,Clothing,Shirt,1358.82,2025,22.37,25.12,Medium,28,Cash,Delivered
Europe,Germany,Furniture,Chair,17189.04,2025,21.39,15.83,Low,46,PayPal,Shipped
North America,Canada,Food,Bread,12806.68,2024,25.39,49.27,High,18,Bank Transfer,Pending
North America,USA,Clothing,Shirt,15195.21,2025,15.95,10.03,High,36,PayPal,Shipped
Europe,UK,Food,Bread,16710.31,2023,26.39,20.99,High,43,Credit Card,Shipped
Africa,South Africa,Clothing,Jeans,15448.27,2025,28.6,14.69,Medium,61,Cash,Shipped
Africa,Nigeria,Clothing,Shirt,11294.46,2023,8.7,18.71,Medium,36,PayPal,Shipped
Asia,China,Electronics,Tablet,6917.16,2023,28.85,44.93,Low,69,Credit Card,Delivered
North America,Canada,Clothing,Jacket,2065.69,2024,15.31,45.79,Low,38,Bank Transfer,Delivered
South America,Argentina,Furniture,Chair,3738.17,2025,27.56,29.88,Medium,65,Cash,Pending
Asia,China,Furniture,Table,9169.68,2025,14.74,41.3,High,69,Bank Transfer,Delivered
Asia,South Korea,Furniture,Bed,10382.09,2024,26.75,29.37,Medium,31,PayPal,Shipped
South America,Chile,Food,Cheese,2019.33,2025,10.71,37.34,Medium,24,PayPal,Delivered
South America,Brazil,Clothing,Jeans,17012.03,2023,16.22,42.75,High,26,Credit Card,Shipped
Africa,South Africa,Electronics,Camera,12731.3,2025,15.19,25.58,Low,53,Credit Card,Delivered
Asia,China,Food,Cheese,6153.35,2023,12.06,49.94,High,24,Cash,Pending
South America,Chile,Food,Fruit,13904.44,2023,21.18,19.26,Medium,34,PayPal,Pending
Africa,Egypt,Food,Bread,18552.17,2025,14.99,31.51,High,29,Credit Card,Shipped
South America,Brazil,Clothing,Dress,2088.62,2023,20.59,16.06,Medium,68,Bank Transfer,Pending
Europe,Germany,Clothing,Dress,5289.52,2024,25.65,21.76,Medium,49,Bank Transfer,Pending
Europe,UK,Clothing,Jeans,15780.82,2024,9.69,12.24,Medium,29,PayPal,Pending
Africa,South Africa,Furniture,Bed,9989.76,2023,13.13,23.41,High,43,Bank Transfer,Pending
Africa,Egypt,Clothing,Dress,11687.75,2024,19.37,36.18,High,69,Cash,Shipped
Europe,Germany,Furniture,Table,13525.11,2024,23.92,49.13,Low,48,PayPal,Delivered
North America,USA,Clothing,Jacket,1948.09,2025,15.23,14.5,Medium,32,PayPal,Shipped
Europe,Italy,Food,Fruit,19836.72,2025,22.7,15.96,Medium,63,Cash,Delivered
Africa,Egypt,Clothing,Jeans,9431.19,2024,12.28,44.53,Low,46,PayPal,Shipped
South America,Chile,Electronics,Smartphone,5151.59,2024,20.29,43.96,High,61,Bank Transfer,Delivered
South America,Argentina,Furniture,Table,6754.67,2024,12.22,25.55,High,37,PayPal,Shipped
Asia,China,Furniture,Bed,10193.68,2023,27.9,19.54,Low,46,Cash,Pending
North America,USA,Electronics,Tablet,4466.24,2025,9.07,19.26,High,62,PayPal,Shipped
Africa,Egypt,Food,Bread,3188.05,2023,27.3,33.3,High,23,Cash,Pending
Europe,Italy,Furniture,Sofa,17305.01,2025,28.19,24.41,High,58,PayPal,Pending
Europe,UK,Furniture,Table,15374.07,2024,15.93,15.18,Low,49,Cash,Pending
Africa,Nigeria,Food,Cheese,13212.3,2025,9.61,27.98,Medium,41,PayPal,Pending
Asia,China,Electronics,Laptop,3104.48,2025,15.81,42.34,Low,32,Bank Transfer,Pending
Europe,France,Electronics,Camera,2645.75,2023,22.46,36.45,Medium,54,Credit Card,Pending
South America,Brazil,Food,Milk,5024.59,2025,25.24,22.29,Medium,50,Cash,Delivered
North America,Canada,Electronics,Smartphone,10780.66,2025,10.63,46.58,Medium,64,Bank Transfer,Pending
South America,Chile,Clothing,Shirt,9473.63,2023,9.24,19.66,Low,21,Bank Transfer,Shipped
Asia,Japan,Furniture,Chair,8094.25,2023,15.18,13.68,Medium,37,Bank Transfer,Shipped
Asia,Japan,Furniture,Sofa,2849.18,2025,14.04,29.11,High,52,Cash,Pending
South America,Chile,Clothing,Shirt,8093.27,2024,17.67,22.52,High,64,Cash,Shipped
Europe,Germany,Electronics,Smartphone,10511.29,2023,9.51,24.51,Low,65,PayPal,Pending
Africa,Nigeria,Furniture,Table,9512.85,2025,10.97,22.93,Low,60,Cash,Delivered
North America,USA,Furniture,Bed,7445.99,2024,11.82,33.72,Medium,18,PayPal,Shipped
North America,Canada,Food,Bread,13088.45,2024,19.11,32.25,Medium,54,Bank Transfer,Delivered
Africa,Nigeria,Food,Cheese,7158.13,2024,10.81,33.47,Medium,42,PayPal,Delivered
Europe,Germany,Electronics,Smartphone,5943.46,2025,10.67,46.53,Low,26,Bank Transfer,Pending
Africa,Nigeria,Food,Cheese,16694.45,2023,29.34,47.46,High,62,PayPal,Shipped
North America,Mexico,Electronics,Laptop,18221.05,2023,18.19,12.8,Medium,37,Credit Card,Shipped
Europe,France,Clothing,Jeans,19231.73,2025,12.21,31.96,Low,58,Credit Card,Delivered
North America,Canada,Furniture,Sofa,7075.02,2025,17.05,40.92,Low,18,Credit Card,Shipped
Europe,France,Electronics,Smartphone,13132.28,2023,26.75,29.8,High,64,Credit Card,Shipped
North America,Canada,Electronics,Laptop,17674.58,2025,27.23,37.2,Medium,69,PayPal,Shipped
South America,Chile,Electronics,Laptop,11032.97,2025,23.2,47.54,Low,60,PayPal,Delivered
Africa,Egypt,Electronics,Camera,1952.51,2023,6.46,35.09,High,30,Cash,Pending
North America,Mexico,Electronics,Laptop,978.51,2023,16.07,20.11,High,18,PayPal,Delivered
South America,Chile,Clothing,Jeans,7895.18,2023,16.79,17.93,Medium,65,PayPal,Pending
Africa,Egypt,Food,Bread,11571.03,2023,21.48,25.18,Medium,38,Bank Transfer,Shipped
Africa,Egypt,Food,Fruit,2171.75,2025,10.19,47.63,Medium,45,Credit Card,Pending
Europe,Italy,Clothing,Dress,1785.16,2024,7.82,30.23,High,25,Bank Transfer,Shipped
Europe,UK,Furniture,Table,12557.32,2025,7.51,48.34,Medium,64,Credit Card,Delivered
Asia,Japan,Food,Fruit,12236.29,2025,29.62,39.74,Medium,39,Bank Transfer,Pending
Europe,France,Electronics,Tablet,18533.4,2023,21.75,18.89,Medium,69,PayPal,Delivered
Africa,Egypt,Clothing,Shirt,10083.86,2025,24.26,44.7,Medium,47,Credit Card,Delivered
South America,Brazil,Furniture,Sofa,7937.17,2025,23.22,43.13,Low,34,Cash,Shipped
Asia,South Korea,Electronics,Laptop,8332.32,2023,10.62,45.15,Medium,30,Credit Card,Pending
North America,USA,Electronics,Camera,15609.78,2023,14.85,29.6,Low,24,PayPal,Delivered
North America,Canada,Furniture,Table,2758.54,2023,15.11,20.34,High,58,Cash,Delivered
Asia,South Korea,Food,Cheese,5953.92,2025,10.11,10.38,Low,61,Credit Card,Pending
South America,Brazil,Electronics,Laptop,18348.06,2023,25.75,31.48,Medium,24,Cash,Shipped
Asia,China,Furniture,Table,5235.64,2025,25.72,15.71,Medium,22,Bank Transfer,Shipped
Asia,India,Furniture,Sofa,12848.24,2023,19.48,30.2,Low,47,Bank Transfer,Shipped
North America,Canada,Furniture,Table,16502.96,2023,12.03,30.97,Medium,38,PayPal,Pending
North America,USA,Furniture,Bed,16119.59,2025,16.18,33.96,Low,68,Credit Card,Pending
South America,Brazil,Food,Fruit,12072.36,2024,14.31,17.33,Medium,37,PayPal,Shipped
Asia,India,Clothing,Jacket,7307.67,2024,12.5,41.84,Low,33,Cash,Pending
North America,Canada,Food,Bread,9389.91,2023,24.11,31.96,Medium,64,PayPal,Delivered
Africa,Nigeria,Clothing,Jacket,19125.27,2025,9.73,19.03,Low,26,Cash,Pending
Europe,Italy,Electronics,Smartphone,8929.84,2024,19.01,27.67,Medium,18,PayPal,Shipped
Europe,France,Electronics,Camera,1411.55,2024,6.18,12.37,Medium,53,PayPal,Delivered
Europe,France,Electronics,Camera,170.57,2024,12.95,43.0,Medium,31,Cash,Pending
Asia,China,Electronics,Tablet,1381.49,2024,8.69,40.75,Low,24,Bank Transfer,Pending
North America,USA,Clothing,Jacket,16579.06,2024,24.44,39.9,Medium,44,Credit Card,Delivered
South America,Argentina,Electronics,Smartphone,18047.43,2024,27.17,12.95,Low,32,Credit Card,Shipped
Europe,UK,Furniture,Bed,1788.21,2023,5.7,21.28,Medium,43,Cash,Delivered
South America,Argentina,Electronics,Laptop,14505.11,2025,28.05,45.69,Medium,38,Cash,Pending
Asia,South Korea,Food,Milk,14102.11,2025,26.79,27.4,Medium,55,Cash,Delivered
Asia,China,Food,Milk,17918.22,2023,16.75,15.76,High,64,Credit Card,Pending
Europe,Italy,Food,Milk,14045.39,2025,18.35,16.55,High,25,Credit Card,Delivered
North America,Mexico,Furniture,Table,6837.27,2025,23.31,22.65,Medium,27,Cash,Shipped
Europe,France,Food,Milk,16314.11,2025,27.01,23.97,High,22,PayPal,Delivered
North America,Mexico,Clothing,Jeans,2790.6,2024,15.72,16.21,High,51,Bank Transfer,Delivered
South America,Argentina,Food,Milk,14573.34,2025,8.97,18.54,High,24,Cash,Shipped
North America,USA,Electronics,Camera,13338.26,2025,20.32,43.37,High,52,Credit Card,Delivered
Europe,Germany,Furniture,Sofa,18762.35,2025,29.15,43.03,Medium,67,PayPal,Pending
Europe,UK,Clothing,Shirt,12983.04,2025,27.26,36.95,High,22,Bank Transfer,Delivered
Asia,Japan,Electronics,Smartphone,5273.45,2023,24.61,42.89,High,37,Cash,Shipped
Africa,Nigeria,Furniture,Table,537.83,2024,7.45,13.52,High,18,PayPal,Shipped
North America,Canada,Clothing,Jeans,11879.79,2025,5.23,38.58,High,48,Bank Transfer,Shipped
Europe,Italy,Electronics,Smartphone,14565.39,2025,17.27,46.43,Low,19,Cash,Pending
Europe,Germany,Food,Cheese,15914.11,2023,13.23,40.65,High,49,Credit Card,Shipped
South America,Argentina,Electronics,Tablet,18873.01,2025,27.12,21.87,Low,69,Bank Transfer,Shipped
North America,USA,Electronics,Tablet,18062.42,2024,26.94,34.84,Medium,41,Credit Card,Delivered
Africa,Egypt,Furniture,Table,3624.53,2023,14.32,47.79,Low,38,Bank Transfer,Shipped
Europe,Germany,Food,Bread,6455.76,2023,22.99,20.96,High,50,Bank Transfer,Shipped
Africa,Egypt,Clothing,Shirt,8265.95,2025,26.84,36.81,Medium,68,Bank Transfer,Delivered
North America,Canada,Furniture,Bed,3413.76,2025,7.44,38.28,Low,26,Cash,Pending
Africa,Nigeria,Clothing,Shirt,9434.65,2023,20.39,48.28,Low,53,Credit Card,Delivered
South America,Brazil,Electronics,Laptop,8782.9,2025,10.26,50.0,High,35,Bank Transfer,Delivered
North America,USA,Clothing,Dress,1274.59,2023,10.64,16.15,Medium,64,Credit Card,Delivered
Asia,China,Food,Bread,2192.56,2023,25.93,30.55,High,49,Cash,Shipped
North America,USA,Food,Bread,16608.03,2023,27.45,17.55,Medium,63,Credit Card,Shipped
Europe,Italy,Furniture,Chair,961.03,2023,22.35,15.99,High,33,Credit Card,Delivered
North America,USA,Clothing,Shirt,6526.44,2025,26.22,25.07,High,18,Cash,Shipped
North America,Canada,Clothing,Jeans,6178.35,2025,26.4,47.94,Low,64,Cash,Pending
Africa,South Africa,Food,Cheese,10802.15,2023,20.62,32.33,High,33,PayPal,Shipped
North America,Canada,Food,Bread,6929.12,2024,9.27,23.28,High,25,Credit Card,Shipped
South America,Chile,Furniture,Sofa,17706.9,2025,6.51,30.79,Medium,19,Cash,Pending
Asia,South Korea,Food,Cheese,3821.01,2023,13.67,40.78,Medium,45,PayPal,Shipped
Africa,Nigeria,Electronics,Tablet,9060.27,2023,21.76,29.05,High,31,Bank Transfer,Shipped
Asia,Japan,Electronics,Laptop,18496.04,2023,15.53,32.3,Low,51,Credit Card,Delivered
South America,Argentina,Electronics,Smartphone,15232.79,2025,6.41,14.13,Low,25,Cash,Delivered
North America,USA,Clothing,Dress,1745.02,2024,24.89,29.97,Low,60,Credit Card,Shipped
Europe,Italy,Clothing,Jacket,3269.33,2023,29.49,12.41,Medium,33,Cash,Pending
North America,Mexico,Clothing,Jeans,14460.75,2024,23.65,25.9,Low,68,Cash,Delivered
South America,Brazil,Electronics,Laptop,16903.07,2025,10.94,19.04,High,28,Bank Transfer,Delivered
Europe,France,Clothing,Jacket,19121.75,2024,7.16,39.06,High,37,PayPal,Shipped
Asia,Japan,Electronics,Camera,12006.0,2023,13.07,48.87,Low,35,Bank Transfer,Pending
Europe,Italy,Electronics,Smartphone,12279.86,2023,16.76,22.91,Low,49,Cash,Delivered
Africa,Nigeria,Food,Fruit,19681.6,2023,28.94,20.47,Low,37,Credit Card,Pending
South America,Argentina,Clothing,Jeans,11487.42,2025,7.02,42.36,Medium,37,PayPal,Pending
Europe,UK,Furniture,Chair,7648.48,2024,21.38,39.76,Low,39,Bank Transfer,Shipped
Asia,South Korea,Furniture,Bed,4051.42,2025,21.07,38.83,High,60,Cash,Shipped
Asia,China,Electronics,Camera,14462.94,2023,17.03,34.14,High,29,Bank Transfer,Delivered
Asia,China,Electronics,Smartphone,8592.42,2024,5.78,23.11,Medium,28,Cash,Pending
Asia,South Korea,Clothing,Jacket,18792.83,2025,6.02,27.18,Low,28,Credit Card,Shipped
Asia,China,Food,Fruit,4888.99,2023,5.44,26.09,Medium,70,Credit Card,Pending
Europe,France,Electronics,Smartphone,5373.32,2023,17.07,28.9,Medium,54,Credit Card,Delivered
Africa,South Africa,Electronics,Camera,9564.8,2023,28.04,27.83,Medium,32,PayPal,Delivered
Asia,South Korea,Electronics,Smartphone,14940.29,2024,25.46,35.42,Low,39,PayPal,Delivered
Africa,Nigeria,Clothing,Shirt,15414.11,2023,20.14,29.19,High,40,PayPal,Shipped
North America,Mexico,Electronics,Tablet,7877.96,2023,28.66,23.37,High,43,Bank Transfer,Pending
Europe,UK,Clothing,Shirt,7759.15,2025,7.71,47.4,Low,66,Cash,Pending
Asia,Japan,Furniture,Chair,5091.95,2025,20.11,49.66,High,69,PayPal,Shipped
South America,Chile,Clothing,Dress,15474.52,2024,19.77,10.75,High,68,PayPal,Delivered
Africa,South Africa,Electronics,Camera,4961.36,2024,9.93,24.16,Low,37,Credit Card,Shipped
Asia,India,Food,Milk,597.97,2025,29.39,29.12,High,40,Cash,Pending
South America,Argentina,Food,Fruit,3948.04,2025,26.8,41.87,Medium,49,PayPal,Pending
Asia,India,Food,Fruit,4739.35,2025,19.4,14.78,Medium,21,Credit Card,Delivered
Asia,South Korea,Electronics,Camera,13326.91,2023,18.11,35.26,Low,48,PayPal,Pending
Europe,Italy,Food,Fruit,2210.08,2024,6.02,47.31,Medium,44,Credit Card,Shipped
Europe,UK,Electronics,Tablet,13567.22,2023,14.25,13.91,Medium,47,PayPal,Pending
Africa,South Africa,Clothing,Jeans,19994.6,2024,18.44,44.46,High,46,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,7404.64,2023,23.55,15.92,Low,20,Credit Card,Delivered
Asia,China,Food,Fruit,19821.08,2025,19.87,38.82,Medium,60,Cash,Delivered
Asia,South Korea,Food,Fruit,17500.19,2023,9.11,22.01,High,48,Bank Transfer,Pending
South America,Brazil,Electronics,Smartphone,602.54,2025,9.52,14.69,High,29,PayPal,Shipped
North America,Mexico,Furniture,Table,8515.69,2024,18.33,21.05,Low,45,Cash,Shipped
Asia,China,Clothing,Jeans,13711.99,2023,14.02,14.36,Low,48,PayPal,Delivered
Africa,South Africa,Electronics,Laptop,4500.98,2024,5.13,25.12,Medium,43,Cash,Pending
Africa,Nigeria,Food,Cheese,10930.93,2025,16.84,32.35,Medium,18,Credit Card,Shipped
Europe,France,Clothing,Jeans,9625.24,2025,11.3,43.06,High,53,Credit Card,Pending
South America,Chile,Food,Fruit,14689.53,2024,13.05,20.95,Medium,19,Bank Transfer,Pending
Africa,Nigeria,Clothing,Jacket,8957.33,2024,13.58,21.81,High,46,PayPal,Shipped
North America,Mexico,Food,Fruit,1967.46,2023,10.61,11.79,High,46,Credit Card,Shipped
South America,Argentina,Furniture,Chair,16721.48,2025,5.84,22.39,Medium,62,Cash,Pending
South America,Chile,Furniture,Bed,321.48,2023,25.16,29.41,Low,28,Bank Transfer,Delivered
Africa,Egypt,Furniture,Table,4967.15,2023,20.73,24.21,High,67,Credit Card,Delivered
North America,Mexico,Furniture,Bed,3875.4,2023,10.96,41.96,High,43,Bank Transfer,Shipped
North America,USA,Electronics,Tablet,7531.42,2025,26.02,10.28,Low,43,Bank Transfer,Shipped
Africa,Nigeria,Electronics,Tablet,4472.22,2024,28.13,21.88,Medium,66,PayPal,Pending
Europe,France,Clothing,Dress,1432.12,2025,23.65,27.36,High,50,PayPal,Delivered
Africa,Nigeria,Clothing,Jacket,9504.1,2023,9.03,26.35,Medium,36,PayPal,Delivered
North America,USA,Food,Milk,4436.57,2023,11.76,11.51,Medium,57,PayPal,Delivered
Africa,Egypt,Furniture,Table,8469.91,2025,24.11,46.31,Low,24,PayPal,Shipped
Asia,China,Clothing,Jacket,857.42,2025,26.99,12.55,Medium,40,Bank Transfer,Pending
South America,Brazil,Electronics,Laptop,15070.65,2025,14.75,27.54,Low,34,Bank Transfer,Delivered
Asia,India,Electronics,Smartphone,13393.16,2023,12.81,21.04,High,32,Bank Transfer,Delivered
Asia,Japan,Electronics,Tablet,6320.15,2025,7.83,49.63,Low,29,Bank Transfer,Pending
Europe,Italy,Clothing,Jeans,9507.77,2025,27.96,35.93,Low,35,Credit Card,Shipped
North America,Mexico,Clothing,Dress,3435.18,2025,25.91,28.78,Medium,65,PayPal,Delivered
Europe,Italy,Clothing,Jacket,15126.7,2024,18.94,47.26,Medium,26,Cash,Pending
Africa,Nigeria,Electronics,Camera,17830.97,2025,16.02,26.98,Low,60,PayPal,Shipped
Africa,South Africa,Electronics,Smartphone,9691.64,2025,28.86,40.46,Medium,44,Credit Card,Shipped
South America,Chile,Furniture,Sofa,2202.2,2024,7.96,24.13,High,39,PayPal,Pending
North America,Canada,Electronics,Laptop,16170.26,2025,27.83,26.89,Low,35,Cash,Delivered
Africa,South Africa,Electronics,Laptop,11817.64,2025,27.69,37.07,Low,66,Bank Transfer,Shipped
South America,Argentina,Clothing,Jeans,14412.28,2020,12.61,27.03,High,29,Credit Card,Shipped
South America,Argentina,Clothing,Dress,7128.15,2020,11.72,14.96,Low,25,Credit Card,Delivered
South America,Argentina,Clothing,Dress,9897.7,2020,20.91,24.71,Low,69,PayPal,Delivered
South America,Argentina,Clothing,Jeans,10300.32,2020,6.29,23.81,Low,21,Cash,Delivered
South America,Argentina,Clothing,Jeans,9002.64,2020,13.78,29.51,Medium,23,Bank Transfer,Shipped
South America,Argentina,Clothing,Jeans,9628.76,2020,21.78,17.69,Medium,35,Credit Card,Delivered
South America,Argentina,Clothing,Jeans,8578.43,2020,13.92,22.8,High,47,Cash,Shipped
South America,Argentina,Clothing,Shirt,15525.42,2020,13.02,43.91,Medium,42,Bank Transfer,Pending
South America,Argentina,Clothing,Jacket,10834.66,2020,25.28,31.72,Medium,43,Bank Transfer,Shipped
South America,Argentina,Clothing,Jeans,9957.54,2020,15.4,20.86,High,48,PayPal,Pending
South America,Argentina,Clothing,Dress,8771.72,2020,20.76,39.4,High,28,PayPal,Delivered
South America,Argentina,Clothing,Jeans,12970.78,2020,18.5,45.78,High,26,Bank Transfer,Pending
South America,Argentina,Clothing,Jeans,12805.06,2020,27.87,15.39,Medium,63,Cash,Delivered
South America,Argentina,Clothing,Shirt,11877.3,2020,21.57,15.23,Low,29,PayPal,Delivered
South America,Argentina,Clothing,Jacket,9906.26,2020,16.87,21.33,High,45,Credit Card,Delivered
South America,Argentina,Clothing,Jeans,9707.93,2020,13.82,33.41,Medium,55,Credit Card,Pending
South America,Argentina,Clothing,Dress,9980.92,2020,17.17,44.5,Medium,55,Bank Transfer,Pending
South America,Argentina,Clothing,Jacket,23408.16,2020,23.56,19.62,Medium,32,PayPal,Delivered
South America,Argentina,Clothing,Jeans,10910.07,2020,20.34,24.65,Low,67,Credit Card,Shipped
South America,Argentina,Clothing,Jacket,12212.93,2020,10.77,25.26,Medium,38,Credit Card,Shipped
South America,Argentina,Clothing,Jeans,10125.26,2020,6.53,46.26,Low,68,Cash,Shipped
South America,Argentina,Clothing,Jacket,21192.49,2020,23.62,36.54,Low,69,Cash,Pending
South America,Argentina,Clothing,Jacket,11739.79,2020,13.83,41.7,Medium,36,Cash,Pending
South America,Argentina,Clothing,Jeans,13503.68,2020,5.05,16.98,Medium,65,PayPal,Shipped
South America,Argentina,Clothing,Jeans,13547.25,2020,15.48,25.8,High,21,PayPal,Pending
South America,Argentina,Clothing,Jeans,12555.73,2020,6.33,14.89,Low,62,PayPal,Shipped
South America,Argentina,Clothing,Shirt,15609.68,2020,8.2,34.82,High,45,Cash,Shipped
South America,Argentina,Clothing,Jeans,8157.23,2020,5.2,14.27,Low,45,Cash,Pending
South America,Argentina,Clothing,Jeans,12061.83,2020,18.74,33.03,Medium,53,PayPal,Shipped
South America,Argentina,Clothing,Jeans,11611.97,2020,16.81,17.88,High,19,Bank Transfer,Pending
South America,Argentina,Clothing,Jeans,8626.52,2021,29.19,36.34,High,45,Credit Card,Shipped
South America,Argentina,Clothing,Jeans,7522.26,2021,18.14,41.75,Low,57,PayPal,Delivered
South America,Argentina,Clothing,Jeans,9980.92,2021,21.23,49.22,Medium,28,Credit Card,Pending
South America,Argentina,Clothing,Jacket,233.28,2021,21.63,30.53,Medium,65,Bank Transfer,Shipped
South America,Argentina,Clothing,Jeans,10932.53,2021,6.6,47.92,High,27,Credit Card,Pending
South America,Argentina,Clothing,Jeans,12615.1,2021,27.3,35.03,Medium,56,Bank Transfer,Delivered
South America,Argentina,Clothing,Shirt,10369.0,2021,12.24,20.97,High,47,PayPal,Shipped
